Class,Subclass,SubclassCategory,Commands,Response,Label
NonBike,Not needed,NC,Swing a golf club.,It is a  non bike command,0
NonBike,Not needed,NC,Hit a baseball.,It is a  non bike command,0
NonBike,Not needed,NC,Bowl with friends.,It is a  non bike command,0
NonBike,Not needed,NC,Play mini-golf.,It is a  non bike command,0
NonBike,Not needed,NC,Go rock climbing.,It is a  non bike command,0
NonBike,Not needed,NC,Try bouldering.,It is a  non bike command,0
NonBike,Not needed,NC,Take a fitness class.,It is a  non bike command,0
NonBike,Not needed,NC,Lift weights.,It is a  non bike command,0
NonBike,Not needed,NC,Do push-ups.,It is a  non bike command,0
NonBike,Not needed,NC,Run on a treadmill.,It is a  non bike command,0
NonBike,Not needed,NC,Cycle on a stationary bike.,It is a  non bike command,0
NonBike,Not needed,NC,Do yoga poses.,It is a  non bike command,0
NonBike,Not needed,NC,Practice Pilates.,It is a  non bike command,0
NonBike,Not needed,NC,Stretch your muscles.,It is a  non bike command,0
NonBike,Not needed,NC,Go for a jog.,It is a  non bike command,0
NonBike,Not needed,NC,Walk around the neighborhood.,It is a  non bike command,0
NonBike,Not needed,NC,Explore a new city.,It is a  non bike command,0
NonBike,Not needed,NC,Visit historical landmarks.,It is a  non bike command,0
NonBike,Not needed,NC,Tour museums.,It is a  non bike command,0
NonBike,Not needed,NC,Attend a cultural festival.,It is a  non bike command,0
NonBike,Not needed,NC,Take a master cooking class.,It is a  non bike command,0
NonBike,Not needed,NC,Learn to dance salsa.,It is a  non bike command,0
NonBike,Not needed,NC,Attend a wine tasting.,It is a  non bike command,0
NonBike,Not needed,NC,Go to a brewery.,It is a  non bike command,0
NonBike,Not needed,NC,Participate in a pub quiz.,It is a  non bike command,0
NonBike,Not needed,NC,Play board games.,It is a  non bike command,0
NonBike,Not needed,NC,Solve a Rubik's cube.,It is a  non bike command,0
NonBike,Not needed,NC,Try Sudoku.,It is a  non bike command,0
NonBike,Not needed,NC,Play chess.,It is a  non bike command,0
NonBike,Not needed,NC,Learn card tricks.,It is a  non bike command,0
NonBike,Not needed,NC,Play poker.,It is a  non bike command,0
NonBike,Not needed,NC,Try karaoke.,It is a  non bike command,0
NonBike,Not needed,NC,Sing at a karaoke bar.,It is a  non bike command,0
NonBike,Not needed,NC,Join a choir.,It is a  non bike command,0
NonBike,Not needed,NC,Attend a concert.,It is a  non bike command,0
NonBike,Not needed,NC,Play a musical instrument.,It is a  non bike command,0
NonBike,Not needed,NC,Learn to play the guitar.,It is a  non bike command,0
NonBike,Not needed,NC,Practice the piano.,It is a  non bike command,0
NonBike,Not needed,NC,Play the drums.,It is a  non bike command,0
NonBike,Not needed,NC,Strum a ukulele.,It is a  non bike command,0
NonBike,Not needed,NC,Blow a harmonica.,It is a  non bike command,0
NonBike,Not needed,NC,Play the violin.,It is a  non bike command,0
NonBike,Not needed,NC,Try the trumpet.,It is a  non bike command,0
NonBike,Not needed,NC,Learn to juggle.,It is a  non bike command,0
NonBike,Not needed,NC,Practice magic tricks.,It is a  non bike command,0
NonBike,Not needed,NC,Perform sleight of hand.,It is a  non bike command,0
NonBike,Not needed,NC,Attend a magic show.,It is a  non bike command,0
NonBike,Not needed,NC,Try the new dress.,It is a  non bike command,0
NonBike,Not needed,NC,Practice handwriting.,It is a  non bike command,0
NonBike,Not needed,NC,Write a letter.,It is a  non bike command,0
NonBike,Not needed,NC,Send a postcard.,It is a  non bike command,0
NonBike,Not needed,NC,Start a journal.,It is a  non bike command,0
NonBike,Not needed,NC,Write poetry.,It is a  non bike command,0
NonBike,Not needed,NC,Try haiku.,It is a  non bike command,0
NonBike,Not needed,NC,Write short stories.,It is a  non bike command,0
NonBike,Not needed,NC,Start a novel.,It is a  non bike command,0
NonBike,Not needed,NC,Write a screenplay.,It is a  non bike command,0
NonBike,Not needed,NC,Try stand-up comedy.,It is a  non bike command,0
NonBike,Not needed,NC,Perform improv.,It is a  non bike command,0
NonBike,Not needed,NC,Join a drama club.,It is a  non bike command,0
NonBike,Not needed,NC,Act in a play.,It is a  non bike command,0
NonBike,Not needed,NC,Audition for a movie.,It is a  non bike command,0
NonBike,Not needed,NC,Make a short film.,It is a  non bike command,0
NonBike,Not needed,NC,Edit videos.,It is a  non bike command,0
NonBike,Not needed,NC,Start a YouTube channel.,It is a  non bike command,0
NonBike,Not needed,NC,Create a podcast.,It is a  non bike command,0
NonBike,Not needed,NC,Record music.,It is a  non bike command,0
NonBike,Not needed,NC,Produce beats.,It is a  non bike command,0
NonBike,Not needed,NC,Mix tracks.,It is a  non bike command,0
NonBike,Not needed,NC,DJ at a party.,It is a  non bike command,0
NonBike,Not needed,NC,Perform at open mic nights.,It is a  non bike command,0
NonBike,Not needed,NC,Try photography.,It is a  non bike command,0
NonBike,Not needed,NC,Take portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Capture landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Shoot street photography.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with long exposure.,It is a  non bike command,0
NonBike,Not needed,NC,Try astrophotography.,It is a  non bike command,0
NonBike,Not needed,NC,Photograph wildlife.,It is a  non bike command,0
NonBike,Not needed,NC,Take macro shots.,It is a  non bike command,0
NonBike,Not needed,NC,Shoot in black and white.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with filters.,It is a  non bike command,0
NonBike,Not needed,NC,Develop film.,It is a  non bike command,0
NonBike,Not needed,NC,Print photos.,It is a  non bike command,0
NonBike,Not needed,NC,Create a photo album.,It is a  non bike command,0
NonBike,Not needed,NC,Start a photography blog.,It is a  non bike command,0
NonBike,Not needed,NC,Sell prints online.,It is a  non bike command,0
NonBike,Not needed,NC,Try pottery.,It is a  non bike command,0
NonBike,Not needed,NC,Sculpt with clay.,It is a  non bike command,0
NonBike,Not needed,NC,Throw on a pottery wheel.,It is a  non bike command,0
NonBike,Not needed,NC,Glaze ceramics.,It is a  non bike command,0
NonBike,Not needed,NC,Fire pottery in a kiln.,It is a  non bike command,0
NonBike,Not needed,NC,Create ceramic tiles.,It is a  non bike command,0
NonBike,Not needed,NC,Make a ceramic vase.,It is a  non bike command,0
NonBike,Not needed,NC,Craft pottery mugs.,It is a  non bike command,0
NonBike,Not needed,NC,Sculpt figurines.,It is a  non bike command,0
NonBike,Not needed,NC,Try glassblowing.,It is a  non bike command,0
NonBike,Not needed,NC,Make glass beads.,It is a  non bike command,0
NonBike,Not needed,NC,Blow glass ornaments.,It is a  non bike command,0
NonBike,Not needed,NC,Create glass sculptures.,It is a  non bike command,0
NonBike,Not needed,NC,Try stained glass art.,It is a  non bike command,0
NonBike,Not needed,NC,Make glass jewelry.,It is a  non bike command,0
NonBike,Not needed,NC,Craft glass vases.,It is a  non bike command,0
NonBike,Not needed,NC,Sculpt glass animals.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with fused glass.,It is a  non bike command,0
NonBike,Not needed,NC,Try woodworking.,It is a  non bike command,0
NonBike,Not needed,NC,Build furniture.,It is a  non bike command,0
NonBike,Not needed,NC,Carve wooden figures.,It is a  non bike command,0
NonBike,Not needed,NC,Make wooden toys.,It is a  non bike command,0
NonBike,Not needed,NC,Craft wooden bowls.,It is a  non bike command,0
NonBike,Not needed,NC,Construct birdhouses.,It is a  non bike command,0
NonBike,Not needed,NC,Build a wooden shed.,It is a  non bike command,0
NonBike,Not needed,NC,Create cutting boards.,It is a  non bike command,0
NonBike,Not needed,NC,Try woodturning.,It is a  non bike command,0
NonBike,Not needed,NC,Make wooden spoons.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with resin art.,It is a  non bike command,0
NonBike,Not needed,NC,Pour resin coasters.,It is a  non bike command,0
NonBike,Not needed,NC,Create resin jewelry.,It is a  non bike command,0
NonBike,Not needed,NC,Make resin trays.,It is a  non bike command,0
NonBike,Not needed,NC,Craft resin art panels.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with resin molds.,It is a  non bike command,0
NonBike,Not needed,NC,Pour resin river tables.,It is a  non bike command,0
NonBike,Not needed,NC,Create resin bookmarks.,It is a  non bike command,0
NonBike,Not needed,NC,Try resin painting.,It is a  non bike command,0
NonBike,Not needed,NC,Make resin keychains.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with metalworking.,It is a  non bike command,0
NonBike,Not needed,NC,Forge metal sculptures.,It is a  non bike command,0
NonBike,Not needed,NC,Weld metal structures.,It is a  non bike command,0
NonBike,Not needed,NC,Craft metal jewelry.,It is a  non bike command,0
NonBike,Not needed,NC,Create metal art pieces.,It is a  non bike command,0
NonBike,Not needed,NC,Try blacksmithing.,It is a  non bike command,0
NonBike,Not needed,NC,Make metal ornaments.,It is a  non bike command,0
NonBike,Not needed,NC,Sculpt metal figures.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with pewter casting.,It is a  non bike command,0
NonBike,Not needed,NC,Try silver soldering.,It is a  non bike command,0
NonBike,Not needed,NC,Create leather crafts.,It is a  non bike command,0
NonBike,Not needed,NC,Make leather wallets.,It is a  non bike command,0
NonBike,Not needed,NC,Craft leather belts.,It is a  non bike command,0
NonBike,Not needed,NC,Sew leather bags.,It is a  non bike command,0
NonBike,Not needed,NC,Create leather journal covers.,It is a  non bike command,0
NonBike,Not needed,NC,Try leather stamping.,It is a  non bike command,0
NonBike,Not needed,NC,Tool leather bracelets.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with leather dyeing.,It is a  non bike command,0
NonBike,Not needed,NC,Make leather keychains.,It is a  non bike command,0
NonBike,Not needed,NC,Craft leather shoes.,It is a  non bike command,0
NonBike,Not needed,NC,Try soap making.,It is a  non bike command,0
NonBike,Not needed,NC,Create handmade soap bars.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with soap molds.,It is a  non bike command,0
NonBike,Not needed,NC,Craft soap cupcakes.,It is a  non bike command,0
NonBike,Not needed,NC,Make soap loaves.,It is a  non bike command,0
NonBike,Not needed,NC,Try soap carving.,It is a  non bike command,0
NonBike,Not needed,NC,Create soap flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with soap embeds.,It is a  non bike command,0
NonBike,Not needed,NC,Craft soap dishes.,It is a  non bike command,0
NonBike,Not needed,NC,Make soap sachets.,It is a  non bike command,0
NonBike,Not needed,NC,Try candle making.,It is a  non bike command,0
NonBike,Not needed,NC,Create scented candles.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with candle molds.,It is a  non bike command,0
NonBike,Not needed,NC,Craft pillar candles.,It is a  non bike command,0
NonBike,Not needed,NC,Make container candles.,It is a  non bike command,0
NonBike,Not needed,NC,Try soy wax candles.,It is a  non bike command,0
NonBike,Not needed,NC,Create beeswax candles.,It is a  non bike command,0
NonBike,Not needed,NC,Experiment with gel candles.,It is a  non bike command,0
NonBike,Not needed,NC,Craft tea light candles.,It is a  non bike command,0
NonBike,Not needed,NC,Make floating candles.,It is a  non bike command,0
NonBike,Not needed,NC,Try knitting.,It is a  non bike command,0
NonBike,Not needed,NC,Knit scarves.,It is a  non bike command,0
NonBike,Not needed,NC,Craft hats.,It is a  non bike command,0
NonBike,Not needed,NC,Make sweaters.,It is a  non bike command,0
NonBike,Not needed,NC,Knit socks.,It is a  non bike command,0
NonBike,Not needed,NC,Try fingerless gloves.,It is a  non bike command,0
NonBike,Not needed,NC,Create shawls.,It is a  non bike command,0
NonBike,Not needed,NC,Craft blankets.,It is a  non bike command,0
NonBike,Not needed,NC,Make dishcloths.,It is a  non bike command,0
NonBike,Not needed,NC,Knit baby clothes.,It is a  non bike command,0
NonBike,Not needed,NC,Try crochet.,It is a  non bike command,0
NonBike,Not needed,NC,Crochet blankets.,It is a  non bike command,0
NonBike,Not needed,NC,Craft amigurumi.,It is a  non bike command,0
NonBike,Not needed,NC,Make crochet scarves.,It is a  non bike command,0
NonBike,Not needed,NC,Crochet hats.,It is a  non bike command,0
NonBike,Not needed,NC,Try crochet flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Create granny squares.,It is a  non bike command,0
NonBike,Not needed,NC,Craft coasters.,It is a  non bike command,0
NonBike,Not needed,NC,Make dish scrubbies.,It is a  non bike command,0
NonBike,Not needed,NC,Crochet baby booties.,It is a  non bike command,0
NonBike,Not needed,NC,Try embroidery.,It is a  non bike command,0
NonBike,Not needed,NC,Embroider handkerchiefs.,It is a  non bike command,0
NonBike,Not needed,NC,Craft embroidered pillows.,It is a  non bike command,0
NonBike,Not needed,NC,Make embroidered patches.,It is a  non bike command,0
NonBike,Not needed,NC,Embroider tote bags.,It is a  non bike command,0
NonBike,Not needed,NC,Try cross-stitch.,It is a  non bike command,0
NonBike,Not needed,NC,Create cross-stitch samplers.,It is a  non bike command,0
NonBike,Not needed,NC,Craft cross-stitch bookmarks.,It is a  non bike command,0
NonBike,Not needed,NC,Make cross-stitch cards.,It is a  non bike command,0
NonBike,Not needed,NC,Cross-stitch baby bibs.,It is a  non bike command,0
NonBike,Not needed,NC,Try needle felting.,It is a  non bike command,0
NonBike,Not needed,NC,Create needle felted animals.,It is a  non bike command,0
NonBike,Not needed,NC,Craft needle felted dolls.,It is a  non bike command,0
NonBike,Not needed,NC,Make needle felted ornaments.,It is a  non bike command,0
NonBike,Not needed,NC,Needle felt flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Try wet felting.,It is a  non bike command,0
NonBike,Not needed,NC,Create felted soap bars.,It is a  non bike command,0
NonBike,Not needed,NC,Craft felted coasters.,It is a  non bike command,0
NonBike,Not needed,NC,Make felted bowls.,It is a  non bike command,0
NonBike,Not needed,NC,Wet felted scarves.,It is a  non bike command,0
NonBike,Not needed,NC,Felted placemats.,It is a  non bike command,0
NonBike,Not needed,NC,Try quilting.,It is a  non bike command,0
NonBike,Not needed,NC,Create patchwork quilts.,It is a  non bike command,0
NonBike,Not needed,NC,Craft quilted pillow covers.,It is a  non bike command,0
NonBike,Not needed,NC,Make quilted table runners.,It is a  non bike command,0
NonBike,Not needed,NC,Quilted wall hangings.,It is a  non bike command,0
NonBike,Not needed,NC,Try appliqué quilting.,It is a  non bike command,0
NonBike,Not needed,NC,Create quilted tote bags.,It is a  non bike command,0
NonBike,Not needed,NC,Craft quilted pot holders.,It is a  non bike command,0
NonBike,Not needed,NC,Make quilted coasters.,It is a  non bike command,0
NonBike,Not needed,NC,Quilted baby blankets.,It is a  non bike command,0
NonBike,Not needed,NC,Try origami.,It is a  non bike command,0
NonBike,Not needed,NC,Fold paper cranes.,It is a  non bike command,0
NonBike,Not needed,NC,Create origami flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Make origami animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try modular origami.,It is a  non bike command,0
NonBike,Not needed,NC,Craft origami boxes.,It is a  non bike command,0
NonBike,Not needed,NC,Fold origami stars.,It is a  non bike command,0
NonBike,Not needed,NC,Create origami boats.,It is a  non bike command,0
NonBike,Not needed,NC,Make origami airplanes.,It is a  non bike command,0
NonBike,Not needed,NC,Origami frogs.,It is a  non bike command,0
NonBike,Not needed,NC,Try papercraft.,It is a  non bike command,0
NonBike,Not needed,NC,Create paper sculptures.,It is a  non bike command,0
NonBike,Not needed,NC,Craft paper flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Make paper lanterns.,It is a  non bike command,0
NonBike,Not needed,NC,Papercut art.,It is a  non bike command,0
NonBike,Not needed,NC,Try paper quilling.,It is a  non bike command,0
NonBike,Not needed,NC,Create paper jewelry.,It is a  non bike command,0
NonBike,Not needed,NC,Craft paper masks.,It is a  non bike command,0
NonBike,Not needed,NC,Make paper dolls.,It is a  non bike command,0
NonBike,Not needed,NC,Papercraft bookmarks.,It is a  non bike command,0
NonBike,Not needed,NC,Try calligraphy.,It is a  non bike command,0
NonBike,Not needed,NC,Practice brush calligraphy.,It is a  non bike command,0
NonBike,Not needed,NC,Craft calligraphy quotes.,It is a  non bike command,0
NonBike,Not needed,NC,Make calligraphy cards.,It is a  non bike command,0
NonBike,Not needed,NC,Calligraphy wedding invitations.,It is a  non bike command,0
NonBike,Not needed,NC,Try hand lettering.,It is a  non bike command,0
NonBike,Not needed,NC,Create hand lettered signs.,It is a  non bike command,0
NonBike,Not needed,NC,Craft hand lettered mugs.,It is a  non bike command,0
NonBike,Not needed,NC,Make hand lettered banners.,It is a  non bike command,0
NonBike,Not needed,NC,Hand lettered envelopes.,It is a  non bike command,0
NonBike,Not needed,NC,Try printmaking.,It is a  non bike command,0
NonBike,Not needed,NC,Create linocut prints.,It is a  non bike command,0
NonBike,Not needed,NC,Craft woodblock prints.,It is a  non bike command,0
NonBike,Not needed,NC,Make monotype prints.,It is a  non bike command,0
NonBike,Not needed,NC,Print etchings.,It is a  non bike command,0
NonBike,Not needed,NC,Try screen printing.,It is a  non bike command,0
NonBike,Not needed,NC,Create lithograph prints.,It is a  non bike command,0
NonBike,Not needed,NC,Craft drypoint prints.,It is a  non bike command,0
NonBike,Not needed,NC,Make collagraph prints.,It is a  non bike command,0
NonBike,Not needed,NC,Print mezzotint.,It is a  non bike command,0
NonBike,Not needed,NC,Try pottery painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint pottery figurines.,It is a  non bike command,0
NonBike,Not needed,NC,Craft pottery plates.,It is a  non bike command,0
NonBike,Not needed,NC,Make pottery mugs.,It is a  non bike command,0
NonBike,Not needed,NC,Pottery bowls.,It is a  non bike command,0
NonBike,Not needed,NC,Try glass painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint glass jars.,It is a  non bike command,0
NonBike,Not needed,NC,Craft glass ornaments.,It is a  non bike command,0
NonBike,Not needed,NC,Make stained glass windows.,It is a  non bike command,0
NonBike,Not needed,NC,Glass painting vases.,It is a  non bike command,0
NonBike,Not needed,NC,Try wood painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint wooden signs.,It is a  non bike command,0
NonBike,Not needed,NC,Craft painted furniture.,It is a  non bike command,0
NonBike,Not needed,NC,Make painted wooden toys.,It is a  non bike command,0
NonBike,Not needed,NC,Wood painting frames.,It is a  non bike command,0
NonBike,Not needed,NC,Try canvas painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint abstract art.,It is a  non bike command,0
NonBike,Not needed,NC,Craft landscape paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Make portrait paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Canvas painting flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Try watercolor painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint watercolor landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Craft watercolor flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Make watercolor portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Watercolor painting animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try acrylic painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint acrylic abstract art.,It is a  non bike command,0
NonBike,Not needed,NC,Craft acrylic landscape paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Make acrylic portrait paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Acrylic painting flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Try oil painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint oil landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Craft oil portrait paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Make oil still life paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Oil painting flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Try pastel painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint pastel landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Craft pastel portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Make pastel still life paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Pastel painting flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Try charcoal drawing.,It is a  non bike command,0
NonBike,Not needed,NC,Draw charcoal portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Craft charcoal still life drawings.,It is a  non bike command,0
NonBike,Not needed,NC,Make charcoal landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Charcoal drawing animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try graphite drawing.,It is a  non bike command,0
NonBike,Not needed,NC,Draw graphite portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Craft graphite still life drawings.,It is a  non bike command,0
NonBike,Not needed,NC,Make graphite landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Graphite drawing animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try colored pencil drawing.,It is a  non bike command,0
NonBike,Not needed,NC,Draw colored pencil portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Craft colored pencil still life drawings.,It is a  non bike command,0
NonBike,Not needed,NC,Make colored pencil landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Colored pencil drawing animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try ink drawing.,It is a  non bike command,0
NonBike,Not needed,NC,Draw ink portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Craft ink still life drawings.,It is a  non bike command,0
NonBike,Not needed,NC,Make ink landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Ink drawing animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital painting.,It is a  non bike command,0
NonBike,Not needed,NC,Paint digital landscapes.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital still life paintings.,It is a  non bike command,0
NonBike,Not needed,NC,Digital painting flowers.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital illustration.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital character illustrations.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital fantasy art.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital cartoon illustrations.,It is a  non bike command,0
NonBike,Not needed,NC,Digital illustration animals.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital comics.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital comic strips.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital comic book pages.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital graphic novels.,It is a  non bike command,0
NonBike,Not needed,NC,Digital comics characters.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital animation.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital animated shorts.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital animated characters.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital animated films.,It is a  non bike command,0
NonBike,Not needed,NC,Digital animation cartoons.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital sculpting.,It is a  non bike command,0
NonBike,Not needed,NC,Sculpt digital characters.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital creature designs.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital props.,It is a  non bike command,0
NonBike,Not needed,NC,Digital sculpting monsters.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital 3D modeling.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital 3D characters.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital 3D environments.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital 3D props.,It is a  non bike command,0
NonBike,Not needed,NC,Digital 3D modeling vehicles.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital game design.,It is a  non bike command,0
NonBike,Not needed,NC,Design digital game levels.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital game characters.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital game environments.,It is a  non bike command,0
NonBike,Not needed,NC,Digital game design puzzles.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital sound design.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital sound effects.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital music tracks.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital ambient sounds.,It is a  non bike command,0
NonBike,Not needed,NC,Digital sound design for film.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital editing.,It is a  non bike command,0
NonBike,Not needed,NC,Edit digital photos.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital video edits.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital music edits.,It is a  non bike command,0
NonBike,Not needed,NC,Digital editing for podcasts.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital retouching.,It is a  non bike command,0
NonBike,Not needed,NC,Retouch digital portraits.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital photo manipulations.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital photo restorations.,It is a  non bike command,0
NonBike,Not needed,NC,Digital retouching for fashion.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital effects.,It is a  non bike command,0
NonBike,Not needed,NC,Add digital special effects.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital visual effects.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital motion graphics.,It is a  non bike command,0
NonBike,Not needed,NC,Digital effects for commercials.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital typography.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital typeface designs.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital lettering.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital typography posters.,It is a  non bike command,0
NonBike,Not needed,NC,Digital typography logos.,It is a  non bike command,0
NonBike,Not needed,NC,Try digital marketing.,It is a  non bike command,0
NonBike,Not needed,NC,Create digital marketing campaigns.,It is a  non bike command,0
NonBike,Not needed,NC,Craft digital advertising materials.,It is a  non bike command,0
NonBike,Not needed,NC,Make digital social media content.,It is a  non bike command,0
NonBike,Not needed,NC,Digital marketing analytics.,It is a  non bike command,0
NonBike,Not needed,NC,Try the latest video game.,It is a  non bike command,0
NonBike,Not needed,NC,Plan latest business strategies.,It is a  non bike command,0
NonBike,Not needed,NC,Craft new product launches.,It is a  non bike command,0
NonBike,Not needed,NC,Make new branding strategies.,It is a  non bike command,0
NonBike,Not needed,NC,Latest strategy consulting.,It is a  non bike command,0
NonBike,Not needed,NC,Try online digital entrepreneurship.,It is a  non bike command,0
NonBike,Not needed,NC,Start an online business.,It is a  non bike command,0
NonBike,Not needed,NC,Craft online digital products.,It is a  non bike command,0
NonBike,Not needed,NC,Make online digital services.,It is a  non bike command,0
NonBike,Not needed,NC,Online entrepreneurship consulting.,It is a  non bike command,0
NonBike,Not needed,NC,Try online digital nomadism.,It is a  non bike command,0
NonBike,Not needed,NC,Live a online digital nomad lifestyle.,It is a  non bike command,0
NonBike,Not needed,NC,Craft online digital nomad workspaces.,It is a  non bike command,0
NonBike,Not needed,NC,Make online digital nomad travel plans.,It is a  non bike command,0
NonBike,Not needed,NC,Online Digital nomad communities.,It is a  non bike command,0
NonBike,Not needed,NC,Try online digital detox.,It is a  non bike command,0
NonBike,Not needed,NC,Take a break from online digital devices.,It is a  non bike command,0
NonBike,Not needed,NC,Craft online digital detox routines.,It is a  non bike command,0
NonBike,Not needed,NC,Make online digital detox retreat plans.,It is a  non bike command,0
NonBike,Not needed,NC,Online digital detox challenges.,It is a  non bike command,0
NonBike,Not needed,NC,Try online digital wellness.,It is a  non bike command,0
NonBike,Not needed,NC,Practice online digital mindfulness.,It is a  non bike command,0
NonBike,Not needed,NC,Craft online digital wellness habits.,It is a  non bike command,0
NonBike,Not needed,NC,Make online digital wellness workshops.,It is a  non bike command,0
NonBike,Not needed,NC,Online digital wellness coaching.,It is a  non bike command,0
NonBike,Not needed,NC,Try online digital security.,It is a  non bike command,0
NonBike,Not needed,NC,Enhance online digital security measures.,It is a  non bike command,0
NonBike,Not needed,NC,Pack your suitcase.,It is a  non bike command,0
NonBike,Not needed,NC,Check your travel documents.,It is a  non bike command,0
NonBike,Not needed,NC,Confirm your hotel reservations.,It is a  non bike command,0
NonBike,Not needed,NC,Research local attractions.,It is a  non bike command,0
